date,time,steps
2021-11-12,17:21,62
2021-11-12,17:26,5
2021-11-12,17:29,62
2021-11-12,17:34,5
2021-11-12,17:37,62
2021-11-12,17:42,5
2021-11-12,17:45,62
2021-11-12,17:50,5
2021-11-12,17:53,62
2021-11-12,17:58,5
2021-11-12,18:01,62
2021-11-12,18:06,5
2021-11-12,18:09,62
2021-11-12,18:14,5
2021-11-12,18:17,62
2021-11-12,18:22,5
2021-11-12,18:25,62
2021-11-12,18:30,5
2021-11-12,18:33,62
2021-11-12,18:38,5
2021-11-12,18:41,62
2021-11-12,18:46,5
2021-11-12,18:49,62
2021-11-12,18:54,5
2021-11-12,18:57,62
2021-11-12,19:02,5
2021-11-12,19:05,62
2021-11-12,19:10,5
2021-11-12,19:13,62
2021-11-12,19:18,5
2021-11-12,19:21,62
2021-11-12,19:26,5
2021-11-12,19:29,62
2021-11-12,19:34,5
2021-11-12,19:37,62
2021-11-12,19:42,5
2021-11-12,19:45,62
2021-11-12,19:50,5
2021-11-12,19:53,62
2021-11-12,19:58,5
2021-11-12,20:01,62
2021-11-12,20:06,5
2021-11-12,20:09,62
2021-11-12,20:14,5
2021-11-12,20:17,62
2021-11-12,20:22,5
2021-11-12,20:25,62
2021-11-12,20:30,5
2021-11-12,20:33,62
2021-11-12,20:38,5
2021-11-12,20:41,62
2021-11-12,20:46,5
2021-11-12,20:49,62
2021-11-12,20:54,5
2021-11-12,20:57,62
2021-11-12,21:02,5
2021-11-12,21:05,62
2021-11-12,21:10,5
2021-11-12,21:13,62
2021-11-12,21:18,5
2021-11-12,21:21,62
2021-11-12,21:26,5
2021-11-12,21:29,62
2021-11-12,21:34,5
2021-11-12,21:37,62
2021-11-12,21:42,5
2021-11-12,21:45,62
2021-11-12,21:50,5
2021-11-12,21:53,62
2021-11-12,21:58,5
2021-11-12,22:01,62
2021-11-12,22:06,5
2021-11-12,22:09,62
2021-11-12,22:14,5
2021-11-12,22:17,62
2021-11-12,22:22,5
2021-11-12,22:25,62
2021-11-12,22:30,5
2021-11-12,22:33,62
2021-11-12,22:38,5
2021-11-12,22:41,62
2021-11-12,22:46,5
2021-11-12,22:49,62
2021-11-12,22:54,5
2021-11-12,22:57,62
2021-11-12,23:02,5
2021-11-12,23:05,62
2021-11-12,23:10,5
2021-11-12,23:13,62
2021-11-12,23:18,5
2021-11-12,23:21,62
2021-11-12,23:26,5
2021-11-12,23:29,62
2021-11-12,23:34,5
2021-11-12,23:37,62
2021-11-12,23:42,5
2021-11-12,23:45,62
2021-11-12,23:50,5
2021-11-12,23:53,62
2021-11-12,23:58,5
2021-11-12,24:01,62
2021-11-12,24:06,5
2021-11-12,24:09,62
2021-11-12,24:14,5
2021-11-12,24:17,62
2021-11-12,24:22,5
2021-11-12,24:25,62
2021-11-12,24:30,5
2021-11-12,24:33,62
2021-11-12,24:38,5
2021-11-12,24:41,62
2021-11-12,24:46,5
2021-11-12,24:49,62
2021-11-12,24:54,5
2021-11-12,24:57,62
2021-11-12,25:02,5
2021-11-12,25:05,62
2021-11-12,25:10,5
2021-11-12,25:13,62
2021-11-12,25:18,5
2021-11-12,25:21,62
2021-11-12,25:26,5
2021-11-12,25:29,62
2021-11-12,25:34,5
2021-11-12,25:37,62
2021-11-12,25:42,5
2021-11-12,25:45,62
2021-11-12,25:50,5
2021-11-12,25:53,62
2021-11-12,25:58,5
2021-11-12,26:01,62
2021-11-12,26:06,5
2021-11-12,26:09,62
2021-11-12,26:14,5
2021-11-12,26:17,62
2021-11-12,26:22,5
2021-11-12,26:25,62
2021-11-12,26:30,5
2021-11-12,26:33,62
2021-11-12,26:38,5
2021-11-12,26:41,62
2021-11-12,26:46,5
2021-11-12,26:49,62
2021-11-12,26:54,5
2021-11-12,26:57,62
2021-11-12,27:02,5
2021-11-12,27:05,62
2021-11-12,27:10,5
2021-11-12,27:13,62
2021-11-12,27:18,5
2021-11-12,27:21,62
2021-11-12,27:26,5
2021-11-12,27:29,62
2021-11-12,27:34,5
2021-11-12,27:37,62
2021-11-12,27:42,5
2021-11-12,27:45,62
2021-11-12,27:50,5
2021-11-12,27:53,62
2021-11-12,27:58,5
2021-11-12,28:01,62
2021-11-12,28:06,5
2021-11-12,28:09,62
2021-11-12,28:14,5
2021-11-12,28:17,62
2021-11-12,28:22,5
2021-11-12,28:25,62
2021-11-12,28:30,5
2021-11-12,28:33,62
2021-11-12,28:38,5
2021-11-12,28:41,62
2021-11-12,28:46,5
2021-11-12,28:49,62
2021-11-12,28:54,5
2021-11-12,28:57,62
2021-11-12,29:02,5
2021-11-12,29:05,62
2021-11-12,29:10,5
2021-11-12,29:13,62
2021-11-12,29:18,5
2021-11-12,29:21,62
2021-11-12,29:26,5
2021-11-12,29:29,62
2021-11-12,29:34,5
2021-11-12,29:37,62
2021-11-12,29:42,5
2021-11-12,29:45,62
2021-11-12,29:50,5
2021-11-12,29:53,62
2021-11-12,29:58,5
2021-11-12,30:01,62
2021-11-12,30:06,5
2021-11-12,30:09,62
2021-11-12,30:14,5
2021-11-12,30:17,62
2021-11-12,30:22,5
2021-11-12,30:25,62
2021-11-12,30:30,5
2021-11-12,30:33,62
2021-11-12,30:38,5
2021-11-12,30:41,62
2021-11-12,30:46,5
2021-11-12,30:49,62
2021-11-12,30:54,5
2021-11-12,30:57,62
2021-11-12,31:02,5
2021-11-12,31:05,62
2021-11-12,31:10,5
2021-11-12,31:13,62
2021-11-12,31:18,5
2021-11-12,31:21,62
2021-11-12,31:26,5
2021-11-12,31:29,62
2021-11-12,31:34,5
2021-11-12,31:37,62
2021-11-12,31:42,5
2021-11-12,31:45,62
2021-11-12,31:50,5
2021-11-12,31:53,62
2021-11-12,31:58,5
2021-11-12,32:01,62
2021-11-12,32:06,5
2021-11-12,32:09,62
2021-11-12,32:14,5
2021-11-12,32:17,62
2021-11-12,32:22,5
2021-11-12,32:25,62
2021-11-12,32:30,5
2021-11-12,32:33,62
2021-11-12,32:38,5
2021-11-12,32:41,62
2021-11-12,32:46,5
2021-11-12,32:49,62
2021-11-12,32:54,5
2021-11-12,32:57,62
2021-11-12,33:02,5
2021-11-12,33:05,62
2021-11-12,33:10,5
2021-11-12,33:13,62
2021-11-12,33:18,5
2021-11-12,33:21,62
2021-11-12,33:26,5
2021-11-12,33:29,62
2021-11-12,33:34,5
2021-11-12,33:37,62
2021-11-12,33:42,5
2021-11-12,33:45,62
2021-11-12,33:50,5
2021-11-12,33:53,62
2021-11-12,33:58,5
2021-11-12,34:01,62
2021-11-12,34:06,5
2021-11-12,34:09,62
2021-11-12,34:14,5
2021-11-12,34:17,62
2021-11-12,34:22,5
2021-11-12,34:25,62
2021-11-12,34:30,5
2021-11-12,34:33,62
2021-11-12,34:38,5
2021-11-12,34:41,62
2021-11-12,34:46,5
2021-11-12,34:49,62
2021-11-12,34:54,5
2021-11-12,34:57,62
2021-11-12,35:02,5
2021-11-12,35:05,62
2021-11-12,35:10,5
2021-11-12,35:13,62
2021-11-12,35:18,5
2021-11-12,35:21,62
2021-11-12,35:26,5
2021-11-12,35:29,62
2021-11-12,35:34,5
2021-11-12,35:37,62
2021-11-12,35:42,5
2021-11-12,35:45,62
2021-11-12,35:50,5
2021-11-12,35:53,62
2021-11-12,35:58,5
2021-11-12,36:01,62
2021-11-12,36:06,5
2021-11-12,36:09,62
2021-11-12,36:14,5
2021-11-12,36:17,62
2021-11-12,36:22,5
2021-11-12,36:25,62
2021-11-12,36:30,5
2021-11-12,36:33,62
2021-11-12,36:38,5
2021-11-12,36:41,62
2021-11-12,36:46,5
2021-11-12,36:49,62
2021-11-12,36:53,23
2021-11-12,36:54,5
2021-11-12,36:57,59
2021-11-12,37:02,5
2021-11-12,37:05,61
2021-11-12,37:10,5
2021-11-12,37:13,61
2021-11-12,37:18,5
2021-11-12,37:21,61
2021-11-12,37:26,5
2021-11-12,37:29,61
2021-11-12,37:33,3
2021-11-12,37:34,5
2021-11-12,37:37,60
2021-11-12,37:42,5
2021-11-12,37:45,61
2021-11-12,37:50,5
2021-11-12,37:53,61
2021-11-12,37:58,5
2021-11-12,38:01,61
2021-11-12,38:06,5
2021-11-12,38:09,61
2021-11-12,38:14,5
2021-11-12,38:17,61
2021-11-12,38:22,5
2021-11-12,38:25,61
2021-11-12,38:30,5
2021-11-12,38:33,61
2021-11-12,38:38,5
2021-11-12,38:41,60
2021-11-12,38:46,5
2021-11-12,38:49,61
2021-11-12,38:54,5
2021-11-12,38:57,61
2021-11-12,39:02,5
2021-11-12,39:05,61
2021-11-12,39:10,5
2021-11-12,39:13,61
2021-11-12,39:18,5
2021-11-12,39:21,60
2021-11-12,39:26,5
2021-11-12,39:29,61
2021-11-12,39:34,5
2021-11-12,39:37,61
2021-11-12,39:42,5
2021-11-12,39:45,61
2021-11-12,39:50,5
2021-11-12,39:53,61
2021-11-12,39:57,21
2021-11-12,39:58,5
2021-11-12,40:00,7
2021-11-12,40:01,58
2021-11-12,40:06,5
2021-11-12,40:09,59
2021-11-12,40:14,5
2021-11-12,40:17,61
2021-11-12,40:22,5
2021-11-12,40:25,59
2021-11-12,40:30,5
2021-11-12,40:33,60
2021-11-12,40:38,5
2021-11-12,40:41,57
2021-11-12,40:46,5
2021-11-12,40:49,61
2021-11-12,40:54,5
2021-11-12,40:57,61
2021-11-12,41:02,5
2021-11-12,41:05,61
2021-11-12,41:10,5
2021-11-12,41:13,61
2021-11-12,41:18,5
2021-11-12,41:21,59
2021-11-12,41:26,5
2021-11-12,41:29,61
2021-11-12,41:34,5
2021-11-12,41:37,62
2021-11-12,41:42,5
2021-11-12,41:45,62
2021-11-12,41:50,5
2021-11-12,41:53,62
2021-11-12,41:58,5
2021-11-12,42:01,62
2021-11-12,42:06,5
2021-11-12,42:09,62
2021-11-12,42:14,5
2021-11-12,42:17,62
2021-11-12,42:22,5
2021-11-12,42:25,62
2021-11-12,42:30,5
2021-11-12,42:33,62
2021-11-12,42:38,5
2021-11-12,42:41,62
2021-11-12,42:46,5
2021-11-12,42:49,62
2021-11-12,42:54,5
2021-11-12,42:57,62
2021-11-12,43:02,5
2021-11-12,43:05,62
2021-11-12,43:10,5
2021-11-12,43:13,62
2021-11-12,43:18,5
2021-11-12,43:21,60
2021-11-12,43:26,5
2021-11-12,43:29,62
2021-11-12,43:34,5
2021-11-12,43:37,62
2021-11-12,43:42,5
2021-11-12,43:45,62
2021-11-12,43:50,5
2021-11-12,43:53,62
2021-11-12,43:58,5
2021-11-12,44:01,62
2021-11-12,44:06,5
2021-11-12,44:09,60
2021-11-12,44:14,5
2021-11-12,44:17,62
2021-11-12,44:22,5
2021-11-12,44:25,60
2021-11-12,44:30,5
2021-11-12,44:33,60
2021-11-12,44:38,5
2021-11-12,44:41,62
2021-11-12,44:46,5
2021-11-12,44:49,62
2021-11-12,44:54,5
2021-11-12,44:57,60
2021-11-12,45:02,5
2021-11-12,45:05,62
2021-11-12,45:10,5
2021-11-12,45:13,62
2021-11-12,45:18,5
2021-11-12,45:21,62
2021-11-12,45:26,5
2021-11-12,45:29,60
2021-11-12,45:34,5
2021-11-12,45:37,62
2021-11-12,45:42,5
2021-11-12,45:45,62
2021-11-12,45:50,5
2021-11-12,45:53,60
2021-11-12,45:58,5
2021-11-12,46:01,60
2021-11-12,46:06,5
2021-11-12,46:09,62
2021-11-12,46:14,5
2021-11-12,46:17,59
2021-11-12,46:22,5
2021-11-12,46:25,62
2021-11-12,46:30,5
2021-11-12,46:33,62
2021-11-12,46:38,5
2021-11-12,46:41,60
2021-11-12,46:46,5
2021-11-12,46:49,62
2021-11-12,46:54,5
2021-11-12,46:57,60
2021-11-12,47:02,5
2021-11-12,47:05,61
2021-11-12,47:10,5
2021-11-12,47:13,61
2021-11-12,47:18,5
2021-11-12,47:21,56
2021-11-12,47:26,5
2021-11-12,47:29,53
2021-11-12,47:34,5
2021-11-12,47:37,49
2021-11-12,47:42,5
2021-11-12,47:45,52
2021-11-12,47:50,5
2021-11-12,47:53,54
2021-11-12,47:58,5
2021-11-12,48:01,60
2021-11-12,48:06,5
2021-11-12,48:09,61
2021-11-12,48:14,5
2021-11-12,48:17,61
2021-11-12,48:22,5
2021-11-12,48:25,60
2021-11-12,48:30,5
2021-11-12,48:33,61
2021-11-12,48:38,5
2021-11-12,48:41,61
2021-11-12,48:46,5
2021-11-12,48:49,61
2021-11-12,48:54,5
2021-11-12,48:57,61
2021-11-12,49:02,5
2021-11-12,49:05,61
2021-11-12,49:10,5
2021-11-12,49:13,62
2021-11-12,49:18,5
2021-11-12,49:21,61
2021-11-12,49:26,5
2021-11-12,49:29,62
2021-11-12,49:34,5
2021-11-12,49:37,62
2021-11-12,49:42,5
2021-11-12,49:45,62
2021-11-12,49:50,5
2021-11-12,49:53,62
2021-11-12,49:57,47
2021-11-12,49:58,5
2021-11-12,50:01,58
2021-11-12,50:06,5
2021-11-12,50:09,60
2021-11-12,50:14,5
2021-11-12,50:17,59
2021-11-12,50:22,5
2021-11-12,50:25,61
2021-11-12,50:30,5
2021-11-12,50:33,60
2021-11-12,50:38,5
2021-11-12,50:41,57
2021-11-12,50:46,5
2021-11-12,50:49,61
2021-11-12,50:54,5
2021-11-12,50:57,61
2021-11-12,51:02,5
2021-11-12,51:05,61
2021-11-12,51:10,5
2021-11-12,51:13,61
2021-11-12,51:18,5
2021-11-12,51:21,61
2021-11-12,51:26,5
2021-11-12,51:29,61
2021-11-12,51:34,5
2021-11-12,51:37,62
2021-11-12,51:42,5
2021-11-12,51:45,62
2021-11-12,51:50,5
2021-11-12,51:53,62
2021-11-12,51:58,5
2021-11-12,52:01,62
2021-11-12,52:06,5
2021-11-12,52:09,62
2021-11-12,52:14,5
2021-11-12,52:17,62
2021-11-12,52:22,5
2021-11-12,52:25,62
2021-11-12,52:30,5
2021-11-12,52:33,62
2021-11-12,52:37,48
2021-11-12,52:38,5
2021-11-12,52:41,61
2021-11-12,52:43,59
2021-11-12,52:45,89
2021-11-12,52:46,7
2021-11-12,52:48,31
2021-11-12,52:49,12
2021-11-12,52:51,84
2021-11-12,52:53,41
2021-11-12,52:54,7
2021-11-12,52:57,4
2021-11-12,52:58,80
2021-11-12,53:01,46
2021-11-12,53:02,7
2021-11-12,53:05,3
2021-11-12,53:06,80
2021-11-12,53:07,89
2021-11-12,53:09,34
2021-11-12,53:10,7
2021-11-12,53:13,2
2021-11-12,53:14,12
2021-11-12,53:17,112
2021-11-12,53:18,15
2021-11-12,53:20,20
2021-11-12,53:22,16
2021-11-12,53:23,105
2021-11-12,53:25,44
2021-11-12,53:26,7
2021-11-12,53:30,80
2021-11-12,53:31,80
2021-11-12,53:33,68
2021-11-12,53:34,7
2021-11-12,53:38,80
2021-11-12,53:41,58
2021-11-12,53:42,7
2021-11-12,53:46,96
2021-11-12,53:47,64
2021-11-12,53:49,55
2021-11-12,53:50,7
2021-11-12,53:54,80
2021-11-12,53:55,100
2021-11-12,53:57,49
2021-11-12,53:58,7
2021-11-12,54:02,80
2021-11-12,54:03,95
2021-11-12,54:05,42
2021-11-12,54:06,15
2021-11-12,54:10,96
2021-11-12,54:11,106
2021-11-12,54:13,57
2021-11-12,54:14,7
2021-11-12,54:16,15
2021-11-12,54:18,16
2021-11-12,54:19,103
2021-11-12,54:21,64
2021-11-12,54:22,5
2021-11-12,54:26,80
2021-11-12,54:27,73
2021-11-12,54:29,23
2021-11-12,54:30,5
2021-11-12,54:34,83
2021-11-12,54:37,75
2021-11-12,54:38,5
2021-11-12,54:42,112
2021-11-12,54:43,91
2021-11-12,54:45,50
2021-11-12,54:46,7
2021-11-12,54:50,96
2021-11-12,54:51,91
2021-11-12,54:53,103
2021-11-12,54:54,47
2021-11-12,54:56,81
2021-11-12,54:58,33
2021-11-12,54:59,114
2021-11-12,55:01,105
2021-11-12,55:02,47
2021-11-12,55:04,17
2021-11-12,55:06,16
2021-11-12,55:07,108
2021-11-12,55:09,13
2021-11-12,55:10,5
2021-11-12,55:12,38
2021-11-12,55:14,1
2021-11-12,55:15,94
2021-11-12,55:17,27
2021-11-12,55:18,5
2021-11-12,55:20,24
2021-11-12,55:22,1
2021-11-12,55:23,100
2021-11-12,55:25,91
2021-11-12,55:26,39
2021-11-12,55:28,111
2021-11-12,55:30,1
2021-11-12,55:31,98
2021-11-12,55:33,75
2021-11-12,55:34,23
2021-11-12,55:36,7
2021-11-12,55:38,96
2021-11-12,55:39,95
2021-11-12,55:41,54
2021-11-12,55:42,7
2021-11-12,55:46,115
2021-11-12,55:49,106
2021-11-12,55:50,7
2021-11-12,55:52,91
2021-11-12,55:54,3
2021-11-12,55:57,49
2021-11-12,55:58,15
2021-11-12,56:02,115
2021-11-12,56:05,28
2021-11-12,56:06,7
2021-11-12,56:10,115
2021-11-12,56:13,84
2021-11-12,56:14,7
2021-11-12,56:16,27
2021-11-12,56:18,115
2021-11-12,56:21,23
2021-11-12,56:22,5
2021-11-12,56:25,2
2021-11-12,56:26,115
2021-11-12,56:30,5
2021-11-12,56:33,4
2021-11-12,56:34,115
2021-11-12,56:38,5
2021-11-12,56:41,19
2021-11-12,56:42,115
2021-11-12,56:46,5
2021-11-12,56:49,42
2021-11-12,56:50,115
2021-11-12,56:54,5
2021-11-12,56:57,51
2021-11-12,56:58,115
2021-11-12,57:02,5
2021-11-12,57:05,58
2021-11-12,57:10,5
2021-11-12,57:13,61
2021-11-12,57:18,5
2021-11-12,57:21,61
2021-11-12,57:26,5
2021-11-12,57:29,61
2021-11-12,57:34,5
2021-11-12,57:37,61
2021-11-12,57:41,43
2021-11-12,57:42,5
2021-11-12,57:45,61
2021-11-12,57:46,126
2021-11-12,57:54,126
2021-11-12,58:02,126
2021-11-12,58:10,126
2021-11-12,58:18,126
2021-11-12,58:26,126
2021-11-12,58:34,126
2021-11-12,58:42,126
2021-11-12,58:50,126
2021-11-12,58:58,126
2021-11-12,59:06,126
2021-11-12,59:14,126
2021-11-12,59:22,126
2021-11-12,59:30,126
2021-11-12,59:38,126
2021-11-12,59:46,126
2021-11-12,59:54,126
2021-11-12,60:02,126
2021-11-12,60:10,126
2021-11-12,60:18,126
2021-11-12,60:26,126
2021-11-12,60:34,126
2021-11-12,60:42,126
2021-11-12,60:50,126
2021-11-12,60:58,126
2021-11-12,61:06,126
2021-11-12,61:14,126
2021-11-12,61:22,126
2021-11-12,61:30,126
2021-11-12,61:38,126
2021-11-12,61:46,126
2021-11-12,61:54,126
2021-11-12,62:02,126
2021-11-12,62:10,126
2021-11-12,62:18,126
2021-11-12,62:26,126
2021-11-12,62:34,126
2021-11-12,62:42,126
2021-11-12,62:50,126
2021-11-12,62:58,126
2021-11-12,63:06,126
2021-11-12,63:14,126
2021-11-12,63:22,126
2021-11-12,63:30,126
2021-11-12,63:38,126
2021-11-12,63:46,126
2021-11-12,63:54,126
